SK_ID_CURR,TARGET
100001,0.0722376379438828
100005,0.09551641848021568
100013,0.04118099194345076
100028,0.03841511485441719
100038,0.11678595236692707
100042,0.07588709904892939
100057,0.027746984307416792
100065,0.07460807526874265
100066,0.03189908947763523
100067,0.13155102256246434
100074,0.06517257203817282
100090,0.06857162743128117
100091,0.11981811305061559
100092,0.11474392570781326
100106,0.058044075251913387
100107,0.10868112222894774
100109,0.06105575473291377
100117,0.031589530634095586
100128,0.13331781904787202
100141,0.050342234565510076
100150,0.03479815263024125
100168,0.03511086932303169
100169,0.06522691980608278
100170,0.06311977355007742
100171,0.04366640952960488
100172,0.08268380204365093
100184,0.0790703495966041
100187,0.07095267761416349
100212,0.09530605976451484
100222,0.08919131639548356
100223,0.052157993860373286
100232,0.04219047211690131
100241,0.15863302196103501
100245,0.030198245292364177
100253,0.04866919119251918
100256,0.09097212236073221
100271,0.027137323753106835
100278,0.12774567909722667
100280,0.0305756202078265
100306,0.0886599251623588
100311,0.12071866886060074
100312,0.03444538026937981
100330,0.06099688789140686
100331,0.05954336611164472
100352,0.11027066488633416
100358,0.11676413024161604
100367,0.05364003889991749
100382,0.14104004348036342
100384,0.12815770997925444
100385,0.1238863298540467
100386,0.06091237899197993
100399,0.04828832710367705
100404,0.08655006573189519
100416,0.03178147136398811
100422,0.048331930482025706
100426,0.09745063468837384
100438,0.03296849462352845
100444,0.10888059402333061
100445,0.11447019934135438
100446,0.11804770500550803
100447,0.04389945044867979
100450,0.08721372011697551
100466,0.053842604121774995
100483,0.04759901586814646
100484,0.054314748955256495
100494,0.0642743740737486
100510,0.1411259282285351
100512,0.08987575792751121
100517,0.031434462169555456
100548,0.044928873811522115
100551,0.05664803727498786
100552,0.10313978601158602
100553,0.055013681064081756
100561,0.20228023376810234
100568,0.22989709392443644
100569,0.058249027375894616
100591,0.05692283104830073
100592,0.035929741904775006
100602,0.08489106780427949
100607,0.046054433587149265
100613,0.08986000443547894
100617,0.09556598003890857
100618,0.08618312318040472
100622,0.0972315982752341
100625,0.09706582097542177
100677,0.1442217765099807
100699,0.056272127536767746
100702,0.2575237371342386
100711,0.12928050021764936
100729,0.11018961624542696
100740,0.18969034638646837
100744,0.13405164318397833
100745,0.046547318392944216
100747,0.11193801492082567
100751,0.22175975557803107
100752,0.0728743191271511
100753,0.1708168649352049
100754,0.165934696976943
100760,0.04679427665997822
100762,0.09801087021902617
100763,0.08613203964773504
100765,0.04653156256769221
100770,0.11157098854741385
100772,0.03747174421081276
100777,0.06115833201987356
100791,0.03846016544990494
100792,0.028826978925192214
100797,0.02946597430259502
100823,0.038998484026657884
100826,0.038493743969326595
100830,0.0355809900658606
100836,0.20191378127325232
100872,0.038554437580108895
100910,0.11591990694689805
100913,0.10915662358000558
100918,0.06323277579773731
100931,0.037802261897267264
100952,0.05580425785208068
100953,0.03385676651643464
100965,0.17947315573050754
100970,0.04427770191070007
100982,0.09046562107528443
100983,0.11293476681018902
100984,0.08166451245137876
100987,0.04502943922456736
100997,0.05802565774014372
100998,0.10561501631986625
101002,0.07459219282818491
101005,0.17473062177785
101008,0.11321085020983455
101020,0.06831901545596815
101021,0.04915934266754179
101024,0.07883821391498545
101025,0.14112441968867967
101026,0.061060888366152005
101031,0.03966269630870823
101041,0.0498339546113228
101051,0.02653000416287166
101055,0.06603684901195608
101056,0.2245916454656235
101057,0.09147130617536853
101064,0.05237829961433356
101079,0.11820965166691477
101087,0.052519930764932624
101090,0.02844396623639239
101092,0.11271532097059661
101097,0.13012734067697307
101099,0.03137207504696276
101107,0.049144598055640504
101118,0.03758694979138131
101125,0.09746144852154512
101126,0.033325809280071096
101128,0.04113933870375189
101136,0.14501585016545926
101140,0.1266227584790637
101149,0.11019605450756184
101160,0.07956921147817819
101169,0.16134864761713263
101181,0.06457601541262446
101186,0.04142183942007307
101190,0.09870500748316272
101193,0.08843905980005856
101194,0.09885331815168197
101198,0.1108471291291922
101200,0.06797151262188096
101204,0.03784630830342444
101211,0.04894058065734261
101213,0.07957460510929268
101223,0.08707980459042662
101225,0.1035195720544332
101237,0.07507624421732477
101243,0.07641968348665289
101244,0.12209806247249434
101258,0.05416579443603667
101259,0.15819710449227722
101268,0.09437687996369033
101269,0.038258072766288946
101271,0.08429115096244347
101279,0.07543432361278317
101281,0.13395015558207712
101287,0.053167703107193764
101292,0.04996278019306243
101294,0.05780829841539114
101296,0.09807593968207179
101297,0.036813005796006354
101299,0.10967518067050237
101301,0.04133482054941474
101305,0.11749027881935035
101308,0.09359873461011517
101318,0.030801106100161745
101327,0.23371423316018658
101329,0.035562755678370035
101332,0.07451629806214992
101337,0.04590792087402127
101343,0.0391841847101905
101345,0.04569239750618314
101346,0.030832885851048816
101353,0.03937641676428074
101354,0.07260609951272624
101355,0.15707643285320608
101356,0.03428685472187474
101362,0.08391510434143966
101363,0.2732386589759124
101365,0.05679329296480312
101366,0.0985359374879995
101367,0.15022186272251747
101368,0.02435070436969533
101374,0.11200224795306216
101380,0.042884174333654546
101383,0.05004394977059774
101398,0.04861727460784668
101399,0.21980808068638574
101401,0.18510133645587293
101412,0.06689856579928496
101426,0.051174995853128145
101427,0.2995151940721892
101428,0.0974897511626425
101429,0.11569395764433167
101434,0.0481423413458334
101440,0.08281682958158378
101448,0.08707271883592778
101449,0.060545284173583507
101465,0.07669529680518383
101467,0.03887958148239499
101472,0.07309972107369431
101478,0.1307012474086357
101497,0.056621795570711
101504,0.06803262445062519
101547,0.05118520960163598
101548,0.09329268435245502
101555,0.10197754967118502
101570,0.035663846929524776
101572,0.0859989051540072
101578,0.06334093025126272
101580,0.07379474265355176
101588,0.1221351047859894
101602,0.0328333372036745
101610,0.10231395427874154
101614,0.07888794331252882
101616,0.06618364369249295
101643,0.13961112407141896
101644,0.05113080736140087
101649,0.1423183211578807
101650,0.08384515838761397
101665,0.029346010959305713
101667,0.11184321148691997
101669,0.10400313154365425
101674,0.06812620159634661
101675,0.04649508680423432
101678,0.08109410840457024
101682,0.10550208406100936
101686,0.06735370502321607
101697,0.13457763001734882
101700,0.17566244487982413
101711,0.050665911921939644
101714,0.040749704707594
101715,0.13723720617290278
101728,0.03682033267267228
101732,0.04070230110685527
101757,0.13388296243972894
101758,0.06269322568174639
101759,0.04411288210508601
101762,0.04108126079609165
101764,0.05854734080095163
101780,0.15946910517744214
101784,0.025627952097190706
101789,0.024655008858334684
101816,0.0772539877886747
101819,0.05206105017451367
101827,0.022504117093696728
101863,0.09818644476100738
101867,0.07355760012969091
101870,0.02908343831229998
101873,0.09288552625581566
101878,0.1545080132559996
101879,0.04032345539428251
101880,0.0436083549589501
101887,0.06190288930986787
101897,0.03077619474266274
101901,0.10865745313519354
101903,0.18953955958372531
101920,0.06381288022263364
101921,0.044457670572178844
101922,0.03930420971808538
101961,0.11777378710141731
101962,0.04156772516823835
101971,0.08150936868922068
101976,0.19065389855133016
102002,0.08171242777642862
102005,0.02609344841733143
102007,0.2045119629279126
102017,0.038317778176245335
102019,0.18232358263288537
102029,0.029322866549718538
102051,0.10661514750611963
102052,0.02640139702119598
102054,0.03713987819126784
102062,0.07830513578180659
102067,0.09129272254316277
102068,0.10712892017524252
102070,0.06644549602327235
102090,0.09175994254255654
102092,0.10755029361183978
102099,0.14470255832170859
102100,0.04263375914869687
102112,0.07433880814430212
102113,0.04527562843422988
102122,0.16961648926285175
102123,0.07138450028327648
102125,0.04945569409347205
102126,0.11306349392701746
102146,0.09428726356555243
102147,0.11981488710504991
102151,0.04650463352394054
102158,0.19771363631863037
102159,0.03759737618861237
102162,0.07438821596525245
102165,0.054824639400163376
102166,0.036449629218484714
102174,0.031366547499814976
102193,0.12375931680194721
102198,0.03386661316820056
102205,0.14371338358669114
102206,0.02811422640163225
102218,0.027489837287026142
102221,0.03903520308430736
102230,0.07803982238111896
102238,0.1009911568789488
102248,0.08645465847734991
102252,0.17036381596460026
102259,0.05791545081232122
102262,0.12907534689326197
102273,0.059049247598732896
102286,0.18221508949871573
102293,0.028412156875360153
102294,0.04685498382430624
102296,0.11047918701125915
102298,0.06332509068055367
102303,0.06344433009006697
102309,0.04207504531619932
102315,0.0628094980787386
102340,0.056929262822740745
102342,0.07869721843392771
102344,0.09200106990026743
102346,0.06053680597103443
102347,0.04191003688481617
102374,0.06259949883374938
102380,0.05293995423685602
102387,0.058341833653744214
102393,0.0817969957190414
102403,0.032833646052364635
102413,0.03545755368282305
102414,0.02603191970365029
102415,0.05539435000295931
102416,0.0982168537918516
102439,0.06465800663907237
102441,0.08860119626062855
102443,0.03904377329774929
102444,0.07995108519383523
102445,0.13970313986983057
102448,0.08643594019371402
102449,0.05860254778364509
102450,0.1731280830400337
102456,0.09362636907088956
102458,0.07753511373826474
102459,0.05462686172825215
